"","CellType","annotLevel","p","fold_change","sd_from_mean","q","MajorCellType","testList"
"Inh_L2_6_VIP_VIP","Inh_L2_6_VIP_VIP",2,0.0218,1.34777378571693,2.36013148723331,0.0622857142857143,"Inh","Splicing regulation"
"Inh_L5_PVALB_CNTNAP3P2","Inh_L5_PVALB_CNTNAP3P2",2,0.0224,1.32765578179786,2.41303019595504,0.0625116279069767,"Inh","Splicing regulation"
"Exc_L3_4_RORB_FOLH1B","Exc_L3_4_RORB_FOLH1B",2,0.0245,1.25789918076342,2.1760277015397,0.0668181818181818,"Exc","Splicing regulation"
"Exc_L3_RORB_CARTPT","Exc_L3_RORB_CARTPT",2,0.0256,1.29365975446173,2.28221849735152,0.0668936170212766,"Exc","Splicing regulation"
"Exc_L5_6_THEMIS_IL7R","Exc_L5_6_THEMIS_IL7R",2,0.0261,1.42340613296969,2.50668795908497,0.0668936170212766,"Exc","Splicing regulation"
"Inh_L5_6_PVALB_STON2","Inh_L5_6_PVALB_STON2",2,0.0262,1.29063596037268,2.27302579516602,0.0668936170212766,"Inh","Splicing regulation"
"Exc_L6_FEZF2_VWA2","Exc_L6_FEZF2_VWA2",2,0.0286,1.34674120040489,1.7555322633083,0.0715,"Exc","Splicing regulation"
"Inh_L2_4_SST_AHR","Inh_L2_4_SST_AHR",2,0.0304,1.42356806460572,2.36490531898363,0.0744489795918367,"Inh","Splicing regulation"
"Exc_L5_6_FEZF2_ANKRD20A1","Exc_L5_6_FEZF2_ANKRD20A1",2,0.0316,1.28419441388331,2.18299944711499,0.0750545454545454,"Exc","Splicing regulation"
"Exc_L3_5_RORB_HSPB3","Exc_L3_5_RORB_HSPB3",2,0.0331,1.3356166229304,1.90091184553957,0.0750545454545454,"Exc","Splicing regulation"
"Inh_L1_3_VIP_CCDC184","Inh_L1_3_VIP_CCDC184",2,0.0332,1.42086903365295,2.01400957518106,0.0750545454545454,"Inh","Splicing regulation"
"Inh_L1_VIP_PRSS8","Inh_L1_VIP_PRSS8",2,0.0338,1.40821945512161,2.0805936353085,0.0750545454545454,"Inh","Splicing regulation"
"Inh_L2_5_VIP_TOX2","Inh_L2_5_VIP_TOX2",2,0.0343,1.30189810380393,2.1032875059476,0.0750545454545454,"Inh","Splicing regulation"
"Inh_L1_3_VIP_GGH","Inh_L1_3_VIP_GGH",2,0.0344,1.45239084378075,2.27926112345555,0.0750545454545454,"Inh","Splicing regulation"
"Inh_L1_LAMP5_GGT8P","Inh_L1_LAMP5_GGT8P",2,0.0355,1.41777800090617,2.00118513787298,0.0751034482758621,"Inh","Splicing regulation"
"Inh_L1_VIP_PCDH20","Inh_L1_VIP_PCDH20",2,0.0358,1.38528919835056,2.13054768195414,0.0751034482758621,"Inh","Splicing regulation"
"Inh_L5_6_SST_ISOC1","Inh_L5_6_SST_ISOC1",2,0.0363,1.36479267831499,1.83198954230367,0.0751034482758621,"Inh","Splicing regulation"
"Inh_L1_ADARB2_ADAM33","Inh_L1_ADARB2_ADAM33",2,0.0373,1.35242438372917,2.21945529919592,0.0758,"Inh","Splicing regulation"
"Inh_L1_3_PVALB_WFDC2","Inh_L1_3_PVALB_WFDC2",2,0.0379,1.30665656254818,1.3314292926717,0.0758,"Inh","Splicing regulation"
"Inh_L1_3_PAX6_NABP1","Inh_L1_3_PAX6_NABP1",2,0.0433,1.35424710077739,1.73182555176289,0.0831304347826087,"Inh","Splicing regulation"
"Exc_L6_FEZF2_ETV4","Exc_L6_FEZF2_ETV4",2,0.0436,1.28201180433069,1.57713118955817,0.0831304347826087,"Exc","Splicing regulation"
"Exc_L3_5_LINC00507_SLN","Exc_L3_5_LINC00507_SLN",2,0.0457,1.36892926132178,1.55393705867841,0.0831304347826087,"Exc","Splicing regulation"
"Inh_L2_4_VIP_LGI2","Inh_L2_4_VIP_LGI2",2,0.0458,1.37936448551121,1.95613322219185,0.0831304347826087,"Inh","Splicing regulation"
"Inh_L3_6_PVALB_MFI2","Inh_L3_6_PVALB_MFI2",2,0.0465,1.41029169997793,1.87455518258672,0.0831304347826087,"Inh","Splicing regulation"
"Exc_L6_FEZF2_KRT17","Exc_L6_FEZF2_KRT17",2,0.0475,1.26103221709328,1.84347292968786,0.0831304347826087,"Exc","Splicing regulation"
"Inh_L1_3_VIP_SSTR1","Inh_L1_3_VIP_SSTR1",2,0.0475,1.29429137744181,1.36154811902401,0.0831304347826087,"Inh","Splicing regulation"
"Inh_L1_3_VIP_ACHE","Inh_L1_3_VIP_ACHE",2,0.0477,1.30517397279704,1.74635788285972,0.0831304347826087,"Inh","Splicing regulation"
"Inh_L1_5_VIP_KCNJ2","Inh_L1_5_VIP_KCNJ2",2,0.0478,1.32851179328492,1.3861137967341,0.0831304347826087,"Inh","Splicing regulation"
"Exc_L4_5_RORB_AIM2","Exc_L4_5_RORB_AIM2",2,0.0488,1.45614873856593,1.85313777468724,0.0836571428571429,"Exc","Splicing regulation"
"Exc_L3_5_THEMIS_UBE2F","Exc_L3_5_THEMIS_UBE2F",2,0.0507,1.24225452924636,1.53096291785076,0.084,"Exc","Splicing regulation"
"Inh_L1_4_VIP_CHRNA2","Inh_L1_4_VIP_CHRNA2",2,0.051,1.37209374418239,1.5867926212664,0.084,"Inh","Splicing regulation"
"Exc_L6_FEZF2_CPZ","Exc_L6_FEZF2_CPZ",2,0.0511,1.2328242076972,1.77895829824946,0.084,"Exc","Splicing regulation"
"Exc_L3_5_RORB_CD24","Exc_L3_5_RORB_CD24",2,0.0521,1.33773004319682,1.85483977111329,0.0844615384615385,"Exc","Splicing regulation"
"Inh_L3_6_VIP_KCTD13","Inh_L3_6_VIP_KCTD13",2,0.053,1.35279445622834,1.67915650147989,0.0844615384615385,"Inh","Splicing regulation"
"Inh_L5_6_PVALB_FAM150B","Inh_L5_6_PVALB_FAM150B",2,0.0541,1.2832150826791,1.67432466998707,0.0844615384615385,"Inh","Splicing regulation"
"Inh_L1_PAX6_GRIP2","Inh_L1_PAX6_GRIP2",2,0.0542,1.42940804136755,1.74189264767592,0.0844615384615385,"Inh","Splicing regulation"
"Exc_L6_THEMIS_C6orf48","Exc_L6_THEMIS_C6orf48",2,0.0549,1.34504553747633,1.46811338604585,0.0844615384615385,"Exc","Splicing regulation"
"Inh_L1_2_VIP_RPL41P3","Inh_L1_2_VIP_RPL41P3",2,0.0557,1.35833706179344,1.21302584607053,0.0846075949367089,"Inh","Splicing regulation"
"Inh_L1_6_PVALB_SCUBE3","Inh_L1_6_PVALB_SCUBE3",2,0.0581,1.33391911286265,1.67067476628291,0.08715,"Inh","Splicing regulation"
"Exc_L4_RORB_CACNG5","Exc_L4_RORB_CACNG5",2,0.0614,1.39144879296535,1.84914521877269,0.0901428571428571,"Exc","Splicing regulation"
"Inh_L5_6_SST_KLHL14","Inh_L5_6_SST_KLHL14",2,0.0621,1.37663006925962,1.54065375988332,0.0901428571428571,"Inh","Splicing regulation"
"Inh_L1_6_VIP_RCN1","Inh_L1_6_VIP_RCN1",2,0.0626,1.32946541601363,1.36446158377461,0.0901428571428571,"Inh","Splicing regulation"
"Exc_L5_6_FEZF2_RSAD2","Exc_L5_6_FEZF2_RSAD2",2,0.0631,1.32575776898241,1.4156446813609,0.0901428571428571,"Exc","Splicing regulation"
"Exc_L6_FEZF2_TBC1D26","Exc_L6_FEZF2_TBC1D26",2,0.0651,1.23739257070366,1.26117340181481,0.0919058823529412,"Exc","Splicing regulation"
"Exc_L4_5_RORB_ASCL1","Exc_L4_5_RORB_ASCL1",2,0.0664,1.37329473678189,1.72426822495322,0.0926511627906977,"Exc","Splicing regulation"
"Exc_L5_6_THEMIS_THTPA","Exc_L5_6_THEMIS_THTPA",2,0.0727,1.30064446741402,1.28863906609376,0.100275862068966,"Exc","Splicing regulation"
"Inh_L1_VIP_SOX11","Inh_L1_VIP_SOX11",2,0.0741,1.28892533368333,1.22383533931742,0.101045454545455,"Inh","Splicing regulation"
"Inh_L6_LHX6_GLP1R","Inh_L6_LHX6_GLP1R",2,0.0782,1.25371983176637,1.14877397905703,0.105438202247191,"Inh","Splicing regulation"
"Inh_L5_6_SST_TH","Inh_L5_6_SST_TH",2,0.0804,1.27177471126241,1.02682258010652,0.1072,"Inh","Splicing regulation"
"Inh_L1_2_PVALB_TAC1","Inh_L1_2_PVALB_TAC1",2,0.0829,1.29354612764349,1.14658638850263,0.109318681318681,"Inh","Splicing regulation"
"Exc_L5_6_FEZF2_MYBPHL","Exc_L5_6_FEZF2_MYBPHL",2,0.086,1.28952393099,1.33095289327522,0.111096774193548,"Exc","Splicing regulation"
"Exc_L6_FEZF2_SLITRK6","Exc_L6_FEZF2_SLITRK6",2,0.0861,1.20847051311736,0.824002638746216,0.111096774193548,"Exc","Splicing regulation"
"Inh_L2_4_VIP_DSEL","Inh_L2_4_VIP_DSEL",2,0.0883,1.30698226283776,1.16022195943714,0.111789473684211,"Inh","Splicing regulation"
"Inh_L1_2_VIP_PPAPDC1A","Inh_L1_2_VIP_PPAPDC1A",2,0.0885,1.29280653164858,1.09534052598283,0.111789473684211,"Inh","Splicing regulation"
"Exc_L6_FEZF2_P4HA3","Exc_L6_FEZF2_P4HA3",2,0.0925,1.28097586878844,1.10488069206502,0.114680412371134,"Exc","Splicing regulation"
"Exc_L5_FEZF2_DYRK2","Exc_L5_FEZF2_DYRK2",2,0.0927,1.29109750677339,1.34786335623816,0.114680412371134,"Exc","Splicing regulation"
"Inh_L1_VIP_TNFAIP8L3","Inh_L1_VIP_TNFAIP8L3",2,0.0971,1.25642369584923,1.12716193491806,0.116554455445545,"Inh","Splicing regulation"
"Inh_L1_2_PAX6_SCGN","Inh_L1_2_PAX6_SCGN",2,0.0972,1.24359678164265,0.863160856364877,0.116554455445545,"Inh","Splicing regulation"
"Exc_L5_FEZF2_MORN2","Exc_L5_FEZF2_MORN2",2,0.098,1.20667142570489,0.693608015811502,0.116554455445545,"Exc","Splicing regulation"
"Inh_L1_6_VIP_PENK","Inh_L1_6_VIP_PENK",2,0.0981,1.28257565451517,1.15001266438932,0.116554455445545,"Inh","Splicing regulation"
"Exc_L6_FEZF2_TBCC","Exc_L6_FEZF2_TBCC",2,0.1108,1.20366692939226,0.853995098609628,0.130352941176471,"Exc","Splicing regulation"
"Exc_L5_6_FEZF2_CYP26B1","Exc_L5_6_FEZF2_CYP26B1",2,0.1268,1.24257919982514,1.00565493634452,0.147728155339806,"Exc","Splicing regulation"
"Exc_L3_THEMIS_PLA2G7","Exc_L3_THEMIS_PLA2G7",2,0.1307,1.17146952154396,0.707660166689371,0.150807692307692,"Exc","Splicing regulation"
"Inh_L1_ADARB2_DISP2","Inh_L1_ADARB2_DISP2",2,0.1347,1.23239518714737,0.943020102223125,0.153942857142857,"Inh","Splicing regulation"
"Inh_L6_SST_NPY","Inh_L6_SST_NPY",2,0.1664,1.16997588154063,0.563574827651436,0.188377358490566,"Inh","Splicing regulation"
"Exc_L5_6_FEZF2_CABP7","Exc_L5_6_FEZF2_CABP7",2,0.1864,1.13400142562648,0.477933086950782,0.209046728971963,"Exc","Splicing regulation"
"OPC_L1_6_MYT1","OPC_L1_6_MYT1",2,0.2059,1.15785445635389,0.574370646185125,0.228777777777778,"OPC","Splicing regulation"
"Exc_L3_5_FEZF2_DCN","Exc_L3_5_FEZF2_DCN",2,0.2102,1.1096884298355,0.321379693843797,0.231412844036697,"Exc","Splicing regulation"
"Peri_L1_6_MUSTN1","Peri_L1_6_MUSTN1",2,0.2202,1.27098587927781,0.674304534590395,0.240218181818182,"Peri","Splicing regulation"
"Exc_L5_FEZF2_SCN7A","Exc_L5_FEZF2_SCN7A",2,0.2609,1.04679481575922,0.164781871241046,0.282054054054054,"Exc","Splicing regulation"
"Oligo_L4_6_OPALIN","Oligo_L4_6_OPALIN",2,0.278,1.13436072034141,0.456402820526784,0.297857142857143,"Oligo","Splicing regulation"
"Astro_L1_FGFR3_MT1G","Astro_L1_FGFR3_MT1G",2,0.4066,1.01872410216906,0.0678986805585127,0.431787610619469,"Astro","Splicing regulation"
"Astro_L1_FGFR3_FOS","Astro_L1_FGFR3_FOS",2,0.4601,0.980530133037277,-0.0647205044199217,0.484315789473684,"Astro","Splicing regulation"
"Exc_L3_5_FEZF2_ONECUT1","Exc_L3_5_FEZF2_ONECUT1",2,0.4733,0.938470268122875,-0.187126345402102,0.493878260869565,"Exc","Splicing regulation"
"Astro_L1_6_FGFR3_ETNPPL","Astro_L1_6_FGFR3_ETNPPL",2,0.5308,0.94865283371044,-0.220683824361051,0.549103448275862,"Astro","Splicing regulation"
"Micro_L1_6_C1QC","Micro_L1_6_C1QC",2,0.5418,0.907292341275153,-0.234480126098276,0.555692307692308,"Micro","Splicing regulation"
"VLMC_L1_3_CYP1B1","VLMC_L1_3_CYP1B1",2,0.5773,0.851100837061643,-0.355821519629585,0.587084745762712,"VLMC","Splicing regulation"
"Oligo_L4_6_MOBP_COL18A1","Oligo_L4_6_MOBP_COL18A1",2,0.638,0.876123296494018,-0.462697075160483,0.643361344537815,"Oligo","Splicing regulation"
"Endo_L2_5_CLDN5","Endo_L2_5_CLDN5",2,0.7162,0.719976951697646,-0.683869220808637,0.7162,"Endo","Splicing regulation"
"Exc_L6_THEMIS_EGR31","Exc_L6_THEMIS_EGR3",2,0.0034,1.62749862241623,3.46872064994232,0.1132,"Exc","Spliceosome"
"Exc_L2_4_RORB_GRIK11","Exc_L2_4_RORB_GRIK1",2,0.0051,1.49280973831146,3.12363262962594,0.1132,"Exc","Spliceosome"
"Exc_L4_5_RORB_RPL31P311","Exc_L4_5_RORB_RPL31P31",2,0.0074,1.55838608699309,3.42060222602551,0.1132,"Exc","Spliceosome"
"Exc_L4_6_RORB_HPCA1","Exc_L4_6_RORB_HPCA",2,0.0076,1.74730132354478,3.46657406042119,0.1132,"Exc","Spliceosome"
"Exc_L4_RORB_BHLHE221","Exc_L4_RORB_BHLHE22",2,0.0111,1.58727861987867,2.75630222166994,0.1132,"Exc","Spliceosome"
"Exc_L6_THEMIS_LINC003431","Exc_L6_THEMIS_LINC00343",2,0.0122,1.45462137564912,2.74914052103697,0.1132,"Exc","Spliceosome"
"Inh_L6_LAMP5_ANKRD20A11P1","Inh_L6_LAMP5_ANKRD20A11P",2,0.0161,2.24565596128052,2.7579041760846,0.1132,"Inh","Spliceosome"
"Exc_L2_3_LINC00507_RPL9P171","Exc_L2_3_LINC00507_RPL9P17",2,0.0166,1.42316594707895,2.31123769626316,0.1132,"Exc","Spliceosome"
"Inh_L3_5_SST_MAFB1","Inh_L3_5_SST_MAFB",2,0.0168,1.51353144210858,2.67138100916923,0.1132,"Inh","Spliceosome"
"Inh_L1_SST_CXCL141","Inh_L1_SST_CXCL14",2,0.0171,1.54970382615662,2.51905124951964,0.1132,"Inh","Spliceosome"
"Inh_L1_6_VIP_RGS161","Inh_L1_6_VIP_RGS16",2,0.0174,1.5471545491293,2.43913510933813,0.1132,"Inh","Spliceosome"
"Inh_L1_PAX6_CA41","Inh_L1_PAX6_CA4",2,0.0177,1.60681532553274,2.80635869380108,0.1132,"Inh","Spliceosome"
"Exc_L5_6_THEMIS_TMEM2331","Exc_L5_6_THEMIS_TMEM233",2,0.0187,1.46985820521223,2.46395275315486,0.1132,"Exc","Spliceosome"
"Inh_L1_LAMP5_NDNF1","Inh_L1_LAMP5_NDNF",2,0.0202,1.53818682118425,2.14871108153483,0.1132,"Inh","Spliceosome"
"Inh_L4_6_SST_MTHFD2P61","Inh_L4_6_SST_MTHFD2P6",2,0.0213,1.44421830926453,2.45578933815245,0.1132,"Inh","Spliceosome"
"Inh_L2_4_PVALB_C8orf41","Inh_L2_4_PVALB_C8orf4",2,0.0213,1.42218780961564,2.33763127265532,0.1132,"Inh","Spliceosome"
"Exc_L3_4_RORB_SEMA6D1","Exc_L3_4_RORB_SEMA6D",2,0.0225,1.38693551158475,2.25914317042738,0.1132,"Exc","Spliceosome"
"Exc_L4_5_RORB_LINC014741","Exc_L4_5_RORB_LINC01474",2,0.0244,1.49320924021362,2.60640540294663,0.1132,"Exc","Spliceosome"
"Inh_L1_3_VIP_ZNF322P11","Inh_L1_3_VIP_ZNF322P1",2,0.0259,1.44816626982744,2.1401289122536,0.1132,"Inh","Spliceosome"
"Exc_L5_6_THEMIS_OR1J11","Exc_L5_6_THEMIS_OR1J1",2,0.026,1.59022647113851,1.36625664070263,0.1132,"Exc","Spliceosome"
"Inh_L3_4_PVALB_HOMER31","Inh_L3_4_PVALB_HOMER3",2,0.0265,1.4392764684892,2.10932857020909,0.1132,"Inh","Spliceosome"
"Inh_L1_4_LAMP5_DUSP41","Inh_L1_4_LAMP5_DUSP4",2,0.0274,1.55783859570573,2.48633428101545,0.1132,"Inh","Spliceosome"
"Inh_L5_6_SST_KLHL141","Inh_L5_6_SST_KLHL14",2,0.0317,1.63185421606464,2.01184305374084,0.1132,"Inh","Spliceosome"
"Exc_L4_5_RORB_HNRNPA1P461","Exc_L4_5_RORB_HNRNPA1P46",2,0.0325,1.45471120056569,2.1908302392041,0.1132,"Exc","Spliceosome"
"Exc_L5_6_THEMIS_GPR211","Exc_L5_6_THEMIS_GPR21",2,0.0332,1.48235814471556,2.21432619568782,0.1132,"Exc","Spliceosome"
"Exc_L4_5_RORB_LCN151","Exc_L4_5_RORB_LCN15",2,0.0337,1.35003532396204,1.95364532923032,0.1132,"Exc","Spliceosome"
"Inh_L6_LAMP5_C1QL21","Inh_L6_LAMP5_C1QL2",2,0.0347,1.70410945658765,2.19579479457145,0.1132,"Inh","Spliceosome"
"Inh_L3_6_PVALB_MFI21","Inh_L3_6_PVALB_MFI2",2,0.0363,1.65576599526511,1.79073571167459,0.1132,"Inh","Spliceosome"
"Inh_L4_5_PVALB_TRIM671","Inh_L4_5_PVALB_TRIM67",2,0.0363,1.52492949338736,1.34544441046663,0.1132,"Inh","Spliceosome"
"Inh_L5_PVALB_CNTNAP3P21","Inh_L5_PVALB_CNTNAP3P2",2,0.0365,1.40198849653264,1.9111435746702,0.1132,"Inh","Spliceosome"
"Inh_L1_6_LAMP5_CA131","Inh_L1_6_LAMP5_CA13",2,0.0374,1.47176188015617,1.93968983549999,0.1132,"Inh","Spliceosome"
"Inh_L1_VIP_PRSS81","Inh_L1_VIP_PRSS8",2,0.039,1.5491774342262,1.56455142089245,0.1132,"Inh","Spliceosome"
"Inh_L1_6_PVALB_SCUBE31","Inh_L1_6_PVALB_SCUBE3",2,0.0403,1.54510930465795,1.74773011877149,0.1132,"Inh","Spliceosome"
"Inh_L5_6_LAMP5_SFTA31","Inh_L5_6_LAMP5_SFTA3",2,0.0406,1.51936846020927,2.07025078826516,0.1132,"Inh","Spliceosome"
"Exc_L3_5_RORB_CMAHP1","Exc_L3_5_RORB_CMAHP",2,0.0411,1.43289033290675,1.70538610240733,0.1132,"Exc","Spliceosome"
"Inh_L2_4_SST_AHR1","Inh_L2_4_SST_AHR",2,0.0413,1.48015167407188,1.4229824329244,0.1132,"Inh","Spliceosome"
"Inh_L1_ADARB2_ADAM331","Inh_L1_ADARB2_ADAM33",2,0.0424,1.48038361054634,1.81788431149187,0.1132,"Inh","Spliceosome"
"Inh_L5_6_SST_ISOC11","Inh_L5_6_SST_ISOC1",2,0.043,1.4830053872569,1.23356236582799,0.1132,"Inh","Spliceosome"
"Inh_L1_5_VIP_KCNJ21","Inh_L1_5_VIP_KCNJ2",2,0.0436,1.45086064669434,1.28313929748767,0.1132,"Inh","Spliceosome"
"Exc_L5_RORB_LINC012021","Exc_L5_RORB_LINC01202",2,0.0442,1.42363214339033,1.95572918900992,0.1132,"Exc","Spliceosome"
"Exc_L5_6_THEMIS_IL7R1","Exc_L5_6_THEMIS_IL7R",2,0.0456,1.43242657423494,1.25717471526043,0.1132,"Exc","Spliceosome"
"Inh_L1_LAMP5_GGT8P1","Inh_L1_LAMP5_GGT8P",2,0.0459,1.58051887785278,1.70750978116556,0.1132,"Inh","Spliceosome"
"Exc_L3_RORB_CARTPT1","Exc_L3_RORB_CARTPT",2,0.0486,1.32499700316282,1.73139412288076,0.1132,"Exc","Spliceosome"
"Exc_L3_5_THEMIS_ELOF11","Exc_L3_5_THEMIS_ELOF1",2,0.0489,1.36536937416182,1.51908921042533,0.1132,"Exc","Spliceosome"
"Exc_L5_RORB_SNHG71","Exc_L5_RORB_SNHG7",2,0.0492,1.33085189499785,1.79274091327933,0.1132,"Exc","Spliceosome"
"Inh_L1_3_VIP_GGH1","Inh_L1_3_VIP_GGH",2,0.0493,1.50006369064763,1.40360922771209,0.1132,"Inh","Spliceosome"
"Exc_L3_LINC00507_PSRC11","Exc_L3_LINC00507_PSRC1",2,0.0498,1.39110567929726,1.79118610185485,0.1132,"Exc","Spliceosome"
"Inh_L5_6_PVALB_STON21","Inh_L5_6_PVALB_STON2",2,0.0505,1.36003057652963,1.72287973725168,0.1132,"Inh","Spliceosome"
